0.057118	-0.073531	-0.002466	-0.091049	0.052026	0.136620	0.164743	-0.094023	1.000000	
0.097413	-0.010261	0.031748	-0.003650	0.041176	0.090619	0.088942	-0.042552	1.000000	
0.013953	-0.120577	-0.020502	-0.120976	-0.008088	0.205787	0.270448	-0.127262	1.000000	
0.102060	-0.139782	0.057565	-0.105913	-0.037756	0.213659	0.126158	-0.161723	1.000000	
0.061162	-0.041579	0.138241	-0.024021	-0.174395	0.282660	0.267062	-0.095397	1.000000	
0.078287	-0.041244	0.042666	0.020917	0.028483	0.075077	0.064460	-0.087817	1.000000	
-0.022113	-0.104810	0.091541	-0.023899	-0.022041	0.122253	0.080776	-0.041731	1.000000	
0.038457	-0.179036	0.061757	-0.027931	-0.077458	0.256231	0.340956	-0.202321	1.000000	
0.130576	-0.141804	0.025446	-0.017301	-0.071944	0.268640	0.225367	-0.122060	1.000000	
0.129038	-0.054773	0.038500	-0.019596	0.026843	0.218575	0.230264	-0.147873	1.000000	
0.057280	-0.117020	0.023843	-0.054758	0.018678	0.153292	0.053632	0.002215	1.000000	
0.135036	-0.184902	0.031386	-0.154277	-0.097746	0.309805	0.355480	-0.340658	1.000000	
0.131539	-0.064771	0.050206	-0.019273	-0.035823	0.176176	0.186355	-0.123907	1.000000	
0.112624	-0.128289	0.062068	-0.058433	0.006860	0.128422	0.076035	0.010767	1.000000	
0.100603	-0.085789	0.107873	-0.107009	-0.043693	0.244540	0.294386	-0.163303	1.000000	
-0.000654	-0.084057	0.036120	-0.075126	0.011060	0.174446	0.103394	-0.115057	1.000000	
0.038474	-0.080453	0.086306	-0.021275	0.011650	0.138047	0.131015	-0.164562	1.000000	
0.061203	-0.194891	0.060587	-0.106570	-0.184822	0.355978	0.289227	-0.119365	1.000000	
0.089950	-0.064069	0.063131	-0.116701	-0.052625	0.213598	0.186181	-0.214645	1.000000	
0.081577	-0.026118	0.022769	-0.074325	0.020458	0.120600	0.115090	-0.076947	1.000000	
0.003136	-0.020264	0.066633	-0.031193	-0.049972	0.146876	0.094619	-0.014773	1.000000	
0.102382	-0.146340	0.112443	-0.083518	0.077349	0.301221	0.281675	-0.161126	1.000000	
0.034347	-0.078274	0.013543	-0.028962	0.036663	0.117004	0.221044	-0.201594	1.000000	
0.101322	-0.074938	0.153894	-0.133151	0.047043	0.228497	0.274363	-0.346891	1.000000	
0.070378	-0.016409	0.074858	-0.086484	0.001902	0.191283	0.092759	-0.073096	1.000000	
0.040200	-0.075684	0.072988	-0.095808	0.051921	0.121002	0.207954	-0.216888	1.000000	
0.070389	-0.038157	0.081494	-0.066848	0.032694	0.081398	0.107169	-0.066319	1.000000	
0.038525	-0.086647	0.036265	0.040472	0.037429	0.081962	0.126538	-0.029315	1.000000	
0.087817	-0.038035	0.055013	-0.046867	0.015777	0.113790	0.184788	-0.257804	1.000000	
-0.004802	-0.120995	0.030902	-0.013437	-0.012054	0.108551	0.069035	-0.035627	1.000000	
0.250556	-0.212874	0.222487	-0.141134	-0.088061	0.588439	0.635358	-0.483529	1.000000	
0.034972	-0.098327	0.029596	0.012401	0.036100	0.152361	0.211652	-0.206674	1.000000	
0.020409	-0.104325	-0.007141	-0.030490	0.021702	0.152077	0.238218	-0.198332	1.000000	
-0.016929	0.005403	0.009647	-0.098052	0.021721	0.137724	0.163782	-0.150011	1.000000	
0.026447	-0.023101	0.013800	-0.073073	0.016000	0.220467	0.167949	-0.202452	1.000000	
0.045732	-0.024545	0.079405	-0.100159	0.019550	0.159551	0.187304	-0.108140	1.000000	
0.103337	-0.097822	0.072768	-0.086458	-0.110646	0.237901	0.201962	-0.190097	1.000000	
0.021846	-0.050096	0.102804	0.042582	-0.090382	0.073089	0.087053	-0.041626	1.000000	
0.054331	-0.097358	0.065634	-0.108164	0.093181	0.188873	0.231078	-0.203770	1.000000	
0.041877	-0.097170	0.000966	-0.068361	-0.043480	0.173807	0.102587	-0.064187	1.000000	
0.063962	-0.003404	0.079469	-0.071070	0.000250	0.082483	0.072533	-0.008567	1.000000	
0.096633	-0.072454	0.099702	0.012283	-0.135911	0.290333	0.188197	-0.047851	1.000000	
0.069563	-0.037901	0.100501	0.028918	-0.063441	0.068190	0.031415	-0.037513	1.000000	
0.107123	-0.127353	0.205830	-0.042757	-0.144851	0.281304	0.286918	-0.123852	1.000000	
0.100121	-0.053237	0.028272	0.007315	0.052225	0.215424	0.152572	0.022515	1.000000	
0.057559	-0.081675	0.116550	-0.009381	0.060912	0.259384	0.375262	-0.068515	1.000000	
0.123333	-0.125885	0.158115	-0.072414	-0.187590	0.274316	0.270609	-0.063679	1.000000	
0.033361	-0.171308	0.123918	-0.059215	-0.083893	0.188487	0.181249	-0.089299	1.000000	
0.156554	-0.064457	0.033735	-0.043681	-0.032826	0.324494	0.240327	-0.150154	1.000000	
0.035207	-0.139374	0.033063	-0.083679	-0.189347	0.279356	0.253627	-0.068952	1.000000	
0.070814	-0.078611	0.052375	-0.069806	-0.071226	0.092258	0.107646	-0.016381	1.000000	
0.047245	-0.101589	0.007287	0.003256	0.020587	0.139795	0.207916	-0.113849	1.000000	
0.004687	-0.085048	0.063507	-0.019534	-0.054549	0.162045	0.243280	-0.099058	1.000000	
0.081356	-0.081923	0.097600	-0.097237	-0.022948	0.103758	0.205635	-0.175358	1.000000	
0.061952	-0.006833	0.063201	-0.006789	0.020815	0.094992	0.163599	-0.019183	1.000000	
0.032803	-0.075725	0.053894	-0.063456	-0.091084	0.164987	0.111167	-0.036844	1.000000	
0.028309	-0.060450	0.025715	-0.006898	-0.052093	0.149051	0.098373	-0.200500	1.000000	
0.035402	-0.050234	0.023183	-0.055951	-0.043761	0.173198	0.138734	-0.126893	1.000000	
0.115136	-0.101284	0.117247	0.022477	0.028201	0.188819	0.263681	-0.196451	1.000000	
0.049878	-0.027400	0.059127	-0.017564	0.015557	0.198804	0.160666	-0.180981	1.000000	
0.036544	-0.104682	0.006474	0.002669	0.008730	0.161374	0.077194	-0.032192	1.000000	
0.029946	-0.067361	0.071095	0.003996	-0.013891	0.092736	0.174962	-0.087561	1.000000	
0.173314	-0.142571	0.146127	-0.071259	0.050067	0.297241	0.489799	-0.299919	1.000000	
0.049803	-0.103856	0.100534	-0.076956	-0.031138	0.284251	0.331828	-0.272975	1.000000	
0.084649	-0.035148	0.157051	-0.066440	-0.204268	0.288367	0.315338	-0.151961	1.000000	
0.122856	-0.129246	0.071015	-0.026574	-0.199830	0.280347	0.243230	-0.154867	1.000000	
0.047842	-0.116293	0.051056	0.016197	-0.033574	0.197324	0.137612	0.065840	1.000000	
0.034662	-0.050362	0.053850	-0.038370	0.050703	0.086562	0.199729	-0.127716	1.000000	
0.023024	-0.099635	0.048417	-0.029787	-0.038536	0.159304	0.122352	-0.202807	1.000000	
0.070552	-0.133698	0.110094	-0.027970	-0.170169	0.225073	0.161246	-0.025168	1.000000	
0.019601	-0.067642	0.060346	-0.098263	0.030125	0.120422	0.170013	-0.047330	1.000000	
0.029128	-0.031536	0.074847	-0.052716	-0.002732	0.170285	0.171031	-0.202188	1.000000	
0.124169	-0.100563	0.066307	-0.026077	-0.058855	0.239935	0.229607	-0.056728	1.000000	
0.066157	-0.074147	0.034269	-0.045780	0.026812	0.278777	0.290720	-0.167625	1.000000	
0.053483	0.003186	0.040520	0.002155	0.006191	0.155489	0.205754	-0.027487	1.000000	
0.094505	0.009235	0.029229	0.003506	0.044058	0.130320	0.191891	-0.120665	1.000000	
0.056573	-0.068926	0.101115	-0.112781	0.025609	0.184464	0.247928	-0.086314	1.000000	
0.030266	-0.066788	0.060563	-0.023480	-0.007767	0.104793	0.134610	-0.072750	1.000000	
0.094013	-0.118846	0.100528	-0.086418	-0.054137	0.265042	0.191505	-0.049795	1.000000	
0.103435	-0.097106	0.089289	0.036072	-0.045711	0.140643	0.045017	-0.056826	1.000000	
0.051621	-0.051536	0.007537	0.000072	-0.069872	0.150723	0.149277	-0.018284	1.000000	
0.166604	-0.182381	0.071660	-0.117019	-0.056599	0.350503	0.365643	-0.220349	1.000000	
0.060729	-0.077663	0.076854	-0.049360	-0.212364	0.366255	0.365704	-0.257051	1.000000	
0.093229	-0.070655	0.115435	-0.024371	-0.173942	0.317266	0.300967	-0.131008	1.000000	
0.062344	-0.119223	0.131748	-0.025902	-0.071658	0.194685	0.154474	-0.116146	1.000000	
0.055610	-0.132528	0.166477	-0.098679	-0.015129	0.226832	0.227285	-0.277899	1.000000	
0.078909	-0.132544	0.107030	0.019145	0.036309	0.157426	0.221563	-0.033072	1.000000	
0.078659	-0.199012	0.122845	-0.075725	-0.130571	0.314311	0.251017	-0.009906	1.000000	
0.056063	-0.106378	0.173983	-0.087493	-0.023483	0.214063	0.295166	-0.118762	1.000000	
0.098287	-0.105828	0.073912	-0.051646	-0.193211	0.373270	0.294027	-0.158845	1.000000	
0.061849	-0.115423	0.069809	-0.045272	0.071629	0.204184	0.268521	-0.272365	1.000000	
0.068229	-0.078703	0.090466	-0.106092	-0.070365	0.225783	0.245280	-0.204823	1.000000	
0.021857	-0.025465	0.012428	-0.032518	-0.014442	0.172402	0.131751	-0.131322	1.000000	
0.120429	-0.095454	0.025469	-0.026817	-0.008157	0.220435	0.177294	-0.178746	1.000000	
0.035620	-0.078023	0.020382	-0.048122	-0.061042	0.230134	0.152770	-0.161498	1.000000	
0.083643	-0.185584	0.000777	-0.042353	-0.043377	0.239505	0.300443	-0.237659	1.000000	
0.033925	-0.061639	0.072584	-0.061287	-0.021741	0.154505	0.130929	-0.226265	1.000000	
-0.012185	-0.029020	0.002154	-0.029020	0.033814	0.164607	0.171457	-0.023032	1.000000	
0.075749	-0.095811	0.037148	0.014769	0.007944	0.112981	0.116715	-0.035901	1.000000	
0.005540	-0.054368	0.096448	-0.040617	-0.074892	0.166492	0.141287	-0.059883	1.000000	
0.056313	-0.098255	0.116563	-0.028243	-0.158288	0.255264	0.273643	-0.197920	1.000000	
0.018739	-0.051966	0.067409	-0.011275	-0.043361	0.158157	0.110051	0.010159	1.000000	
0.142273	-0.202617	0.108665	-0.096740	-0.099472	0.360978	0.439187	-0.212960	1.000000	
0.090414	-0.078103	0.166393	-0.092007	-0.171320	0.241398	0.280950	-0.133144	1.000000	
0.190962	-0.202882	0.196870	-0.123997	-0.047206	0.530304	0.421396	-0.284177	1.000000	
0.080749	-0.095845	0.109519	-0.090999	-0.072310	0.081532	0.153681	0.030340	1.000000	
0.075790	-0.103951	0.056562	-0.014439	0.032638	0.102017	0.108582	-0.182247	1.000000	
0.028733	-0.205360	0.098976	-0.099564	-0.214027	0.378837	0.394993	-0.069526	1.000000	
