1.106974	1.196533	1.300358	1.409317	1.448856	1.535778	1.631784	1.663997	1.757895	1.844400	1.862961	1.914166	1.924925	1.971713	1.984019	1.996841	1.000000	
0.826352	0.941855	1.058145	1.173648	1.286803	1.396080	1.500000	1.597159	1.686242	1.766044	1.835488	1.893633	1.939693	1.973045	1.993238	2.000000	1.000000	
0.173298	0.280069	0.347921	0.512930	0.697165	0.848048	1.000000	1.180209	1.348576	1.509547	1.643901	1.730402	1.841242	1.863337	1.942569	1.993489	1.000000	
1.000000	1.139759	1.177609	1.284713	1.413265	1.500000	1.561306	1.661257	1.745603	1.799953	1.858178	1.912860	1.950410	1.976664	1.994300	2.000000	1.000000	
0.543226	0.728949	0.877807	0.944929	1.080519	1.248711	1.322274	1.407705	1.559581	1.633107	1.699860	1.824489	1.865725	1.959263	1.979370	1.984304	1.000000	
1.000000	1.104528	1.207912	1.309017	1.406737	1.500000	1.587785	1.669131	1.743145	1.809017	1.866025	1.913545	1.951057	1.978148	1.994522	2.000000	1.000000	
0.617317	0.741181	0.869474	1.000000	1.130526	1.258819	1.382683	1.500000	1.608761	1.707107	1.793353	1.866025	1.923880	1.965926	1.991445	2.000000	1.000000	
1.386945	1.459332	1.527246	1.589494	1.646686	1.701422	1.754687	1.767592	1.805200	1.851448	1.892375	1.927286	1.955701	1.977282	1.991794	1.999087	1.000000	
1.265476	1.354044	1.454972	1.507971	1.580271	1.625076	1.687488	1.724654	1.794118	1.867101	1.908963	1.917465	1.948973	1.963899	1.982517	1.998213	1.000000	
1.391516	1.465393	1.536885	1.605482	1.670325	1.730230	1.782511	1.817456	1.847930	1.876858	1.887364	1.923469	1.953273	1.976012	1.991331	1.999035	1.000000	
1.222521	1.309017	1.393025	1.473869	1.550897	1.623490	1.691063	1.753071	1.809017	1.858449	1.900969	1.936235	1.963963	1.983930	1.995974	2.000000	1.000000	
1.394822	1.475991	1.548058	1.603975	1.664139	1.704283	1.726075	1.752809	1.773168	1.839089	1.903369	1.944450	1.952190	1.963869	1.983603	1.998260	1.000000	
1.612351	1.628972	1.673618	1.719833	1.763650	1.804506	1.842059	1.876036	1.906200	1.932269	1.946580	1.954995	1.972530	1.985934	1.994926	1.999436	1.000000	
1.183750	1.273663	1.361242	1.445738	1.526432	1.602635	1.673696	1.739009	1.798017	1.850217	1.895163	1.932472	1.961826	1.982973	1.995734	2.000000	1.000000	
0.794585	0.931018	1.000000	1.068982	1.205415	1.337217	1.461106	1.573136	1.667740	1.742589	1.810928	1.876347	1.930712	1.969780	1.992618	2.000000	1.000000	
1.665547	1.720909	1.743102	1.781172	1.831513	1.855330	1.869086	1.880475	1.918670	1.948709	1.951254	1.974547	1.983943	1.990825	1.994348	1.998979	1.000000	
1.295133	1.379150	1.468934	1.500000	1.563001	1.655994	1.733950	1.768117	1.794812	1.831356	1.895358	1.945676	1.970852	1.975107	1.980548	1.997815	1.000000	
0.269892	0.479869	0.571231	0.825234	0.868039	1.000000	1.174766	1.347530	1.397258	1.520131	1.630448	1.811635	1.835614	1.905410	1.978180	1.981037	1.000000	
1.357591	1.431886	1.504305	1.573091	1.634330	1.683899	1.731719	1.783624	1.833141	1.858996	1.881116	1.919031	1.950560	1.974616	1.990825	1.998979	1.000000	
0.067528	0.149783	0.260991	0.397365	0.554262	0.726337	0.907732	1.092268	1.273663	1.445738	1.602635	1.739009	1.850217	1.932472	1.982973	2.000000	1.000000	
1.142315	1.235759	1.327068	1.415415	1.500000	1.580057	1.654861	1.723734	1.786053	1.841254	1.888835	1.928368	1.959493	1.981929	1.995472	2.000000	1.000000	
0.000000	0.035148	0.165522	0.324755	0.483227	0.784464	1.112121	1.318502	1.426032	1.651552	1.842476	1.872205	1.983997	0.000000	0.000000	0.000000	1.000000	
0.803180	0.939204	1.056617	1.173260	1.299436	1.421937	1.500000	1.538441	1.651521	1.756848	1.847262	1.900430	1.924702	1.926682	1.971829	1.996840	1.000000	
1.644165	1.683060	1.741619	1.793461	1.817701	1.830005	1.848902	1.857280	1.876858	1.885824	1.916784	1.920223	1.949277	1.969981	1.985747	1.997236	1.000000	
0.690983	0.812619	0.937209	1.062791	1.187381	1.309017	1.425779	1.535827	1.637424	1.728969	1.809017	1.876307	1.929776	1.968583	1.992115	2.000000	1.000000	
0.753027	0.900060	1.053917	1.179058	1.211009	1.342657	1.468513	1.566128	1.632342	1.733211	1.826387	1.855701	1.914465	1.947218	1.968829	1.996495	1.000000	
0.539935	0.665120	0.796544	0.931758	1.068242	1.203456	1.334880	1.460065	1.576680	1.682553	1.775711	1.854419	1.917211	1.962917	1.990686	2.000000	1.000000	
1.183750	1.273663	1.361242	1.445738	1.526432	1.602635	1.673696	1.739009	1.798017	1.850217	1.895163	1.932472	1.961826	1.982973	1.995734	2.000000	1.000000	
0.455882	0.603366	0.719775	0.905953	1.000000	1.179372	1.278405	1.407866	1.546155	1.635254	1.710997	1.792231	1.919526	1.945892	1.964016	1.991108	1.000000	
1.258819	1.342020	1.422618	1.500000	1.573576	1.642788	1.707107	1.766044	1.819152	1.866025	1.906308	1.939693	1.965926	1.984808	1.996195	2.000000	1.000000	
0.840447	0.933549	1.000000	1.177432	1.238624	1.243004	1.366856	1.432492	1.522031	1.617366	1.692467	1.773471	1.830121	1.901604	1.958968	1.972737	1.000000	
1.106271	1.163376	1.275216	1.379805	1.423590	1.500000	1.594685	1.639537	1.661365	1.776842	1.861239	1.892154	1.915788	1.947933	1.973256	1.984022	1.000000	
1.702577	1.726581	1.745250	1.799658	1.821996	1.863435	1.879544	1.911880	1.920784	1.929536	1.957349	1.963580	1.984536	1.991772	1.996823	1.998278	1.000000	
1.227328	1.312721	1.399264	1.465332	1.535506	1.625664	1.680378	1.712056	1.794995	1.858276	1.887137	1.895590	1.960692	1.983737	1.987224	1.995615	1.000000	
0.849976	0.971609	1.088899	1.193766	1.312257	1.389830	1.500000	1.553480	1.666641	1.711184	1.818903	1.845701	1.932375	1.942742	1.992356	1.993542	1.000000	
1.732923	1.749383	1.800956	1.827204	1.851492	1.886847	1.901702	1.909990	1.926682	1.931423	1.952874	1.965920	1.979976	1.990038	1.996163	1.999595	1.000000	
1.704930	1.744099	1.794971	1.814550	1.816497	1.845286	1.858871	1.881906	1.900874	1.905764	1.934396	1.962413	1.965291	1.983262	1.995776	1.996109	1.000000	
0.760684	0.879463	1.000000	1.120537	1.239316	1.354605	1.464723	1.568065	1.663123	1.748511	1.822984	1.885456	1.935016	1.970942	1.992709	2.000000	1.000000	
1.508009	1.572668	1.576723	1.668138	1.690416	1.748396	1.784583	1.808417	1.851520	1.860355	1.878308	1.906465	1.942696	1.948052	1.985592	1.989393	1.000000	
1.823260	1.842111	1.871103	1.883970	1.890012	1.913974	1.923265	1.947416	1.953227	1.972988	1.976004	1.987025	1.990284	1.991353	1.998915	1.999037	1.000000	
0.945861	1.054139	1.161782	1.267528	1.370138	1.468408	1.561187	1.647386	1.725995	1.796093	1.856857	1.907575	1.947653	1.976621	1.994138	2.000000	1.000000	
1.162678	1.271628	1.372014	1.425958	1.478331	1.570527	1.634893	1.728511	1.759193	1.822160	1.844496	1.914261	1.967956	1.971080	1.979963	1.996497	1.000000	
