1.924925	1.971713	1.984019	1.996841	1.000000	
1.939693	1.973045	1.993238	2.000000	1.000000	
1.841242	1.863337	1.942569	1.993489	1.000000	
1.950410	1.976664	1.994300	2.000000	1.000000	
1.865725	1.959263	1.979370	1.984304	1.000000	
1.951057	1.978148	1.994522	2.000000	1.000000	
1.923880	1.965926	1.991445	2.000000	1.000000	
1.955701	1.977282	1.991794	1.999087	1.000000	
1.948973	1.963899	1.982517	1.998213	1.000000	
1.953273	1.976012	1.991331	1.999035	1.000000	
1.963963	1.983930	1.995974	2.000000	1.000000	
1.952190	1.963869	1.983603	1.998260	1.000000	
1.972530	1.985934	1.994926	1.999436	1.000000	
1.961826	1.982973	1.995734	2.000000	1.000000	
1.930712	1.969780	1.992618	2.000000	1.000000	
1.983943	1.990825	1.994348	1.998979	1.000000	
1.970852	1.975107	1.980548	1.997815	1.000000	
1.835614	1.905410	1.978180	1.981037	1.000000	
1.950560	1.974616	1.990825	1.998979	1.000000	
1.850217	1.932472	1.982973	2.000000	1.000000	
1.959493	1.981929	1.995472	2.000000	1.000000	
1.651552	1.842476	1.872205	1.983997	1.000000	
1.924702	1.926682	1.971829	1.996840	1.000000	
1.949277	1.969981	1.985747	1.997236	1.000000	
1.929776	1.968583	1.992115	2.000000	1.000000	
1.914465	1.947218	1.968829	1.996495	1.000000	
1.917211	1.962917	1.990686	2.000000	1.000000	
1.961826	1.982973	1.995734	2.000000	1.000000	
1.919526	1.945892	1.964016	1.991108	1.000000	
1.965926	1.984808	1.996195	2.000000	1.000000	
1.830121	1.901604	1.958968	1.972737	1.000000	
1.915788	1.947933	1.973256	1.984022	1.000000	
1.984536	1.991772	1.996823	1.998278	1.000000	
1.960692	1.983737	1.987224	1.995615	1.000000	
1.932375	1.942742	1.992356	1.993542	1.000000	
1.979976	1.990038	1.996163	1.999595	1.000000	
1.965291	1.983262	1.995776	1.996109	1.000000	
1.935016	1.970942	1.992709	2.000000	1.000000	
1.942696	1.948052	1.985592	1.989393	1.000000	
1.990284	1.991353	1.998915	1.999037	1.000000	
1.947653	1.976621	1.994138	2.000000	1.000000	
1.967956	1.971080	1.979963	1.996497	1.000000	
1.909632	1.959493	1.989821	2.000000	1.000000	
1.878307	1.946212	1.955605	1.994875	1.000000	
1.992663	1.996493	1.997744	1.999704	1.000000	
