1.984019	1.996841	1.000000	
1.993238	2.000000	1.000000	
1.942569	1.993489	1.000000	
1.994300	2.000000	1.000000	
1.979370	1.984304	1.000000	
1.994522	2.000000	1.000000	
1.991445	2.000000	1.000000	
1.991794	1.999087	1.000000	
1.982517	1.998213	1.000000	
1.991331	1.999035	1.000000	
1.995974	2.000000	1.000000	
1.983603	1.998260	1.000000	
1.994926	1.999436	1.000000	
1.995734	2.000000	1.000000	
1.992618	2.000000	1.000000	
1.994348	1.998979	1.000000	
1.980548	1.997815	1.000000	
1.978180	1.981037	1.000000	
1.990825	1.998979	1.000000	
1.982973	2.000000	1.000000	
1.995472	2.000000	1.000000	
1.872205	1.983997	1.000000	
1.971829	1.996840	1.000000	
1.985747	1.997236	1.000000	
1.992115	2.000000	1.000000	
1.968829	1.996495	1.000000	
1.990686	2.000000	1.000000	
1.995734	2.000000	1.000000	
1.964016	1.991108	1.000000	
1.996195	2.000000	1.000000	
1.958968	1.972737	1.000000	
1.973256	1.984022	1.000000	
1.996823	1.998278	1.000000	
1.987224	1.995615	1.000000	
1.992356	1.993542	1.000000	
1.996163	1.999595	1.000000	
1.995776	1.996109	1.000000	
1.992709	2.000000	1.000000	
1.985592	1.989393	1.000000	
1.998915	1.999037	1.000000	
1.994138	2.000000	1.000000	
1.979963	1.996497	1.000000	
1.989821	2.000000	1.000000	
1.955605	1.994875	1.000000	
1.997744	1.999704	1.000000	
1.995158	1.998322	1.000000	
1.971195	1.992442	1.000000	
1.996330	1.999417	1.000000	
1.996760	2.000000	1.000000	
1.988838	1.994354	1.000000	
1.991445	2.000000	1.000000	
1.991185	2.000000	1.000000	
1.994338	1.998399	1.000000	
1.989335	2.000000	1.000000	
1.994138	2.000000	1.000000	
1.989821	2.000000	1.000000	
1.974490	1.997138	1.000000	
1.987704	1.998607	1.000000	
1.991722	1.992494	1.000000	
1.989676	1.998850	1.000000	
1.996584	2.000000	1.000000	
1.998031	2.000000	1.000000	
1.989303	1.998712	1.000000	
1.933474	1.992431	1.000000	
1.973649	1.996781	1.000000	
1.968086	1.996400	1.000000	
1.998292	2.000000	1.000000	
1.998976	2.000000	1.000000	
1.987015	1.991138	1.000000	
1.996893	1.999654	1.000000	
1.995472	2.000000	1.000000	
1.973597	1.979708	1.000000	
1.996550	2.000000	1.000000	
1.976830	1.996418	1.000000	
1.995311	2.000000	1.000000	
1.996872	2.000000	1.000000	
1.994261	2.000000	1.000000	
1.992709	2.000000	1.000000	
1.979782	1.994151	1.000000	
1.996195	2.000000	1.000000	
1.994869	2.000000	1.000000	
1.915667	1.963559	1.000000	
1.960591	1.988308	1.000000	
1.960198	1.991107	1.000000	
1.995033	1.995606	1.000000	
1.991492	2.000000	1.000000	
1.964290	1.995610	1.000000	
1.994636	1.999410	1.000000	
1.996834	1.999171	1.000000	
1.973017	1.979830	1.000000	
1.983268	1.987256	1.000000	
1.995080	2.000000	1.000000	
1.990404	2.000000	1.000000	
1.943004	1.993491	1.000000	
1.993765	2.000000	1.000000	
1.973187	1.987108	1.000000	
1.993480	1.996499	1.000000	
1.995472	2.000000	1.000000	
1.980785	2.000000	1.000000	
1.996220	2.000000	1.000000	
1.994537	1.999197	1.000000	
1.984808	2.000000	1.000000	
1.986584	1.998505	1.000000	
1.979693	1.995477	1.000000	
1.973072	1.996476	1.000000	
1.995734	2.000000	1.000000	
1.993334	1.999257	1.000000	
1.983884	1.989434	1.000000	
1.991657	1.992426	1.000000	
1.979600	1.988877	1.000000	
1.990997	1.992497	1.000000	
1.995130	2.000000	1.000000	
1.983984	1.996496	1.000000	
1.973857	1.991623	1.000000	
1.984145	1.993506	1.000000	
1.984004	1.996091	1.000000	
1.989360	1.994353	1.000000	
1.989360	1.994353	1.000000	
1.973255	1.993683	1.000000	
1.964016	1.984052	1.000000	
1.990284	1.998283	1.000000	
1.983009	2.000000	1.000000	
1.995734	2.000000	1.000000	
1.989309	1.992471	1.000000	
1.994869	2.000000	1.000000	
1.959493	2.000000	1.000000	
1.993056	2.000000	1.000000	
1.989821	2.000000	1.000000	
1.992709	2.000000	1.000000	
1.996087	1.997684	1.000000	
1.991083	1.997138	1.000000	
1.990719	1.991457	1.000000	
1.988831	2.000000	1.000000	
1.996397	2.000000	1.000000	
1.988831	2.000000	1.000000	
1.992604	2.000000	1.000000	
1.973556	2.000000	1.000000	
1.993200	2.000000	1.000000	
1.985653	1.991106	1.000000	
1.979522	1.987168	1.000000	
1.979564	1.987174	1.000000	
1.987092	1.995041	1.000000	
1.976229	2.000000	1.000000	
1.989676	1.998892	1.000000	
1.973187	1.993485	1.000000	
1.987189	2.000000	1.000000	
1.939693	2.000000	1.000000	
1.973406	1.996090	1.000000	
1.988196	1.989506	1.000000	
1.992709	2.000000	1.000000	
1.992488	1.999198	1.000000	
1.972866	1.997113	1.000000	
1.976724	1.991649	1.000000	
1.993221	1.994362	1.000000	
1.979970	1.983758	1.000000	
1.973218	1.992439	1.000000	
1.980785	2.000000	1.000000	
1.992427	1.996843	1.000000	
1.994138	2.000000	1.000000	
1.975107	1.987169	1.000000	
1.997066	2.000000	1.000000	
1.983410	1.998586	1.000000	
1.983410	1.998586	1.000000	
1.995615	1.999248	1.000000	
1.987116	1.996493	1.000000	
1.987008	1.991137	1.000000	
1.980785	2.000000	1.000000	
1.984544	1.998277	1.000000	
1.993250	1.999248	1.000000	
1.990898	1.999106	1.000000	
1.966635	1.984118	1.000000	
1.990827	1.998979	1.000000	
1.996150	2.000000	1.000000	
1.973451	1.994345	1.000000	
1.987125	1.988870	1.000000	
1.996397	2.000000	1.000000	
1.965778	1.996090	1.000000	
1.995033	2.000000	1.000000	
1.961440	1.973379	1.000000	
1.996728	2.000000	1.000000	
1.992698	2.000000	1.000000	
1.979657	1.994345	1.000000	
1.993712	1.995936	1.000000	
1.973618	1.989403	1.000000	
1.997669	2.000000	1.000000	
1.974685	2.000000	1.000000	
1.979864	1.989420	1.000000	
1.993461	1.998137	1.000000	
1.996283	1.999349	1.000000	
1.997897	1.999393	1.000000	
1.998162	2.000000	1.000000	
1.992574	2.000000	1.000000	
1.994182	2.000000	1.000000	
1.986388	1.992357	1.000000	
1.994193	2.000000	1.000000	
1.989821	2.000000	1.000000	
1.963473	1.964177	1.000000	
1.973191	1.992432	1.000000	
1.966311	1.968418	1.000000	
1.995550	1.999405	1.000000	
1.993276	1.999224	1.000000	
1.972194	1.978524	1.000000	
1.991091	1.996292	1.000000	
1.994138	2.000000	1.000000	
1.974431	1.997137	1.000000	
1.979771	1.992293	1.000000	
1.984036	1.992866	1.000000	
1.994138	2.000000	1.000000	
1.997137	1.998692	1.000000	
1.993407	1.995474	1.000000	
1.994138	2.000000	1.000000	
1.964050	1.992440	1.000000	
1.993712	2.000000	1.000000	
1.993309	1.993718	1.000000	
1.978972	1.997791	1.000000	
1.992115	2.000000	1.000000	
1.973229	1.991107	1.000000	
1.947457	1.973266	1.000000	
1.984108	1.996840	1.000000	
1.989533	2.000000	1.000000	
1.997227	2.000000	1.000000	
1.995992	2.000000	1.000000	
1.989316	1.992467	1.000000	
1.919071	1.947911	1.000000	
1.993712	2.000000	1.000000	
1.994138	2.000000	1.000000	
1.991048	1.993287	1.000000	
1.992105	1.998869	1.000000	
1.978256	2.000000	1.000000	
1.973296	1.987124	1.000000	
1.991445	2.000000	1.000000	
1.993712	2.000000	1.000000	
1.992618	1.999178	1.000000	
1.991445	2.000000	1.000000	
